Worker Name,Transaction Type,Category,Item Name,Quantity,Amount,Timestamp,Message Content,Confidence
"Johnny Rocks","Withdrawal","Plants","corn",100,0,"2025-09-20T05:39:51.117Z","","high"
"Johnny Rocks","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T05:40:15.316Z","","high"
"Johnny Rocks","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T05:40:18.028Z","","high"
"Johnny Rocks","Withdrawal","Plants","trigo",200,0,"2025-09-20T05:40:20.786Z","","high"
"Johnny Rocks","Withdrawal","Plants","trigo",50,0,"2025-09-20T05:40:23.532Z","","high"
"Thony Gustav","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T05:42:04.638Z","","high"
"Thony Gustav","Withdrawal","Boxes","caixadeverduras",50,0,"2025-09-20T05:42:10.728Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",200,0,"2025-09-20T05:42:21.539Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",200,0,"2025-09-20T05:42:26.648Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",150,0,"2025-09-20T05:42:32.645Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",100,0,"2025-09-20T05:42:37.132Z","","high"
"Johnny Rocks","Withdrawal","Plants","corn",200,0,"2025-09-20T05:42:47.411Z","","high"
"Johnny Rocks","Withdrawal","Plants","corn",200,0,"2025-09-20T05:42:49.359Z","","high"
"Johnny Rocks","Withdrawal","Plants","corn",100,0,"2025-09-20T05:42:53.137Z","","high"
"Johnny Rocks","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T05:43:14.389Z","","high"
"Johnny Rocks","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T05:43:17.653Z","","high"
"Johnny Rocks","Withdrawal","Plants","trigo",200,0,"2025-09-20T05:43:21.492Z","","high"
"Johnny Rocks","Withdrawal","Plants","trigo",50,0,"2025-09-20T05:43:24.688Z","","high"
"Thony Gustav","Deposit","Plants","corn",200,0,"2025-09-20T05:44:11.785Z","","high"
"Thony Gustav","Deposit","Plants","corn",100,0,"2025-09-20T05:44:18.115Z","","high"
"Johnny Rocks","Deposit","Boxes","caixadeverduras",500,0,"2025-09-20T05:44:35.002Z","","high"
"Johnny Rocks","Withdrawal","Plants","cornseed",100,0,"2025-09-20T05:45:18.572Z","","high"
"Nelio Tavares","Deposit","Plants","corn",200,0,"2025-09-20T05:56:44.473Z","","high"
"Nelio Tavares","Deposit","Plants","corn",200,0,"2025-09-20T05:56:47.641Z","","high"
"Nelio Tavares","Deposit","Plants","corn",100,0,"2025-09-20T05:56:53.846Z","","high"
"Cliff Dillimore","Deposit","Money","Money",0,250,"2025-09-20T05:58:42.914Z","","high"
"Nelio Tavares","Deposit","Plants","corn",200,0,"2025-09-20T06:02:58.794Z","","high"
"Nelio Tavares","Deposit","Plants","corn",200,0,"2025-09-20T06:03:01.760Z","","high"
"Nelio Tavares","Deposit","Plants","corn",100,0,"2025-09-20T06:03:05.141Z","","high"
"Nelio Tavares","Deposit","Plants","corn",200,0,"2025-09-20T06:08:36.762Z","","high"
"Nelio Tavares","Deposit","Plants","corn",200,0,"2025-09-20T06:08:43.470Z","","high"
"Nelio Tavares","Deposit","Plants","corn",100,0,"2025-09-20T06:08:46.627Z","","high"
"Nelio Tavares","Deposit","Plants","corn",200,0,"2025-09-20T06:16:23.496Z","","high"
"Nelio Tavares","Deposit","Plants","corn",200,0,"2025-09-20T06:16:26.496Z","","high"
"Nelio Tavares","Deposit","Plants","corn",100,0,"2025-09-20T06:16:29.457Z","","high"
"Johnny Rocks","Deposit","Plants","corn",500,0,"2025-09-20T06:28:45.469Z","","high"
"Johnny Rocks","Deposit","Plants","corn",500,0,"2025-09-20T06:31:03.228Z","","high"
"Johnny Rocks","Withdrawal","Plants","semente_trigo",100,0,"2025-09-20T06:31:17.465Z","","high"
"Thony Gustav","Deposit","Money","Money",0,1000,"2025-09-20T06:51:53.871Z","","high"
"Johnny Rocks","Deposit","Plants","trigo",500,0,"2025-09-20T07:04:04.324Z","","high"
"Johnny Rocks","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T07:05:04.816Z","","high"
"Johnny Rocks","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T07:05:07.204Z","","high"
"Johnny Rocks","Withdrawal","Boxes","caixadeverduras",100,0,"2025-09-20T07:05:10.392Z","","high"
"Johnny Rocks","Deposit","Plants","trigo",210,0,"2025-09-20T07:05:17.626Z","","high"
"Johnny Rocks","Withdrawal","Boxes","caixadeverduras",100,0,"2025-09-20T07:05:22.000Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",200,0,"2025-09-20T07:08:26.108Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",200,0,"2025-09-20T07:08:31.600Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",100,0,"2025-09-20T07:08:37.297Z","","high"
"Thony Gustav","Withdrawal","Plants","trigo",200,0,"2025-09-20T07:10:33.965Z","","high"
"Thony Gustav","Withdrawal","Plants","trigo",50,0,"2025-09-20T07:10:41.967Z","","high"
"Thony Gustav","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T07:10:48.280Z","","high"
"Thony Gustav","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T07:10:52.807Z","","high"
"Thony Gustav","Withdrawal","Boxes","caixarustica",50,0,"2025-09-20T07:11:25.029Z","","high"
"Thony Gustav","Withdrawal","Boxes","caixarustica",25,0,"2025-09-20T07:12:51.627Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",200,0,"2025-09-20T07:13:05.598Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",200,0,"2025-09-20T07:13:10.773Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",100,0,"2025-09-20T07:13:15.926Z","","high"
"Thony Gustav","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T07:14:27.108Z","","high"
"Thony Gustav","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T07:14:31.720Z","","high"
"Thony Gustav","Withdrawal","Plants","trigo",200,0,"2025-09-20T07:14:41.012Z","","high"
"Thony Gustav","Withdrawal","Plants","trigo",50,0,"2025-09-20T07:14:46.421Z","","high"
"Johnny Rocks","Deposit","Money","Money",0,1000,"2025-09-20T07:28:53.181Z","","high"
"Ale Beckham","Withdrawal","Miscellaneous","frangocaipira",2,0,"2025-09-20T07:36:34.458Z","","high"
"Johnny Rocks","Deposit","Plants","trigo",290,0,"2025-09-20T07:38:53.758Z","","high"
"Johnny Rocks","Deposit","Boxes","caixadeverduras",125,0,"2025-09-20T07:51:16.778Z","","high"
"Ale Beckham","Withdrawal","Miscellaneous","saladadefruta",3,0,"2025-09-20T08:07:08.969Z","","high"
"Ale Beckham","Withdrawal","Miscellaneous","Cigarett",1,0,"2025-09-20T08:08:21.176Z","","high"
"Ale Beckham","Withdrawal","Plants","Bulrush_Seed",100,0,"2025-09-20T08:10:34.269Z","","high"
"Ale Beckham","Deposit","Miscellaneous","saladadefruta",2,0,"2025-09-20T08:10:40.314Z","","high"
"Ale Beckham","Deposit","Plants","Bulrush",200,0,"2025-09-20T08:41:55.348Z","","high"
"Ale Beckham","Deposit","Plants","Bulrush",200,0,"2025-09-20T08:42:04.236Z","","high"
"Ale Beckham","Deposit","Plants","Bulrush",100,0,"2025-09-20T08:42:07.841Z","","high"
"Ale Beckham","Deposit","Plants","Bulrush",130,0,"2025-09-20T08:47:48.392Z","","high"
"Ale Beckham","Withdrawal","Plants","cornseed",19,0,"2025-09-20T08:47:54.748Z","","high"
"Ale Beckham","Withdrawal","Plants","semente_trigo",58,0,"2025-09-20T08:47:58.935Z","","high"
"Ale Beckham","Withdrawal","Plants","Bulrush_Seed",13,0,"2025-09-20T08:48:12.026Z","","high"
"Ale Beckham","Withdrawal","Miscellaneous","saladadefruta",2,0,"2025-09-20T08:48:21.124Z","","high"
"Ale Beckham","Withdrawal","Miscellaneous","Cigarett",1,0,"2025-09-20T08:48:27.069Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","common_portion",100,0,"2025-09-20T09:05:59.745Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","common_portion_chicken",100,0,"2025-09-20T09:06:01.252Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","common_portion_donkey",100,0,"2025-09-20T09:06:02.955Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","common_portion_sheep",170,0,"2025-09-20T09:06:04.627Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","common_portion_pig",100,0,"2025-09-20T09:06:06.172Z","","high"
"Santiago Bowdin","Deposit","Plants","Bulrush_Seed",500,0,"2025-09-20T09:16:30.585Z","","high"
"Santiago Bowdin","Deposit","Plants","semente_trigo",500,0,"2025-09-20T09:16:32.717Z","","high"
"Santiago Bowdin","Deposit","Plants","Bulrush_Seed",500,0,"2025-09-20T09:16:45.397Z","","high"
"Santiago Bowdin","Deposit","Plants","semente_trigo",500,0,"2025-09-20T09:16:59.773Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","adubo3",400,0,"2025-09-20T09:17:01.410Z","","high"
"Santiago Bowdin","Deposit","Plants","cornseed",500,0,"2025-09-20T09:17:22.396Z","","high"
"Santiago Bowdin","Deposit","Plants","cornseed",500,0,"2025-09-20T09:17:32.731Z","","high"
"Santiago Bowdin","Withdrawal","Plants","Black_Berry_Seed",4,0,"2025-09-20T09:17:36.575Z","","high"
"Santiago Bowdin","Withdrawal","Plants","Prairie_Poppy_Seed",70,0,"2025-09-20T09:17:40.937Z","","high"
"Santiago Bowdin","Withdrawal","Plants","Bay_Bolete_Seed",70,0,"2025-09-20T09:17:45.541Z","","high"
"Santiago Bowdin","Withdrawal","Miscellaneous","petrevive",1,0,"2025-09-20T09:17:49.652Z","","high"
"Santiago Bowdin","Withdrawal","Miscellaneous","garrafaplasticavazia",71,0,"2025-09-20T09:18:01.364Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T10:23:58.607Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",50,0,"2025-09-20T10:24:03.822Z","","high"
"Jizar Stoffeliz","Deposit","Boxes","caixadeverduras",250,0,"2025-09-20T10:24:27.658Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T10:29:54.843Z","","high"
"Jizar Stoffeliz","Deposit","Boxes","caixadeverduras",200,0,"2025-09-20T10:30:02.229Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T10:30:26.968Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T10:30:30.839Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","trigo",200,0,"2025-09-20T10:30:39.292Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","trigo",50,0,"2025-09-20T10:30:43.323Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixarustica",100,0,"2025-09-20T10:30:50.631Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","corn",200,0,"2025-09-20T10:31:22.959Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","corn",200,0,"2025-09-20T10:31:26.436Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","corn",100,0,"2025-09-20T10:31:30.545Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T10:32:05.501Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T10:32:08.873Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","trigo",200,0,"2025-09-20T10:32:14.934Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","trigo",50,0,"2025-09-20T10:32:18.141Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","corn",200,0,"2025-09-20T10:32:49.241Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","corn",200,0,"2025-09-20T10:32:52.736Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","corn",100,0,"2025-09-20T10:32:56.160Z","","high"
"Jizar Stoffeliz","Deposit","Boxes","caixadeverduras",250,0,"2025-09-20T10:36:41.925Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T10:36:57.234Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T10:37:01.296Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",100,0,"2025-09-20T10:37:06.103Z","","high"
"Jizar Stoffeliz","Deposit","Boxes","caixadeverduras",500,0,"2025-09-20T11:07:16.668Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T11:10:12.740Z","","high"
"Jizar Stoffeliz","Deposit","Boxes","caixadeverduras",200,0,"2025-09-20T11:10:31.348Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T11:10:46.709Z","","high"
"Jizar Stoffeliz","Deposit","Boxes","caixadeverduras",200,0,"2025-09-20T11:10:52.538Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T11:10:59.627Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T11:11:04.265Z","","high"
"Jizar Stoffeliz","Withdrawal","Boxes","caixadeverduras",100,0,"2025-09-20T11:11:08.476Z","","high"
"Jizar Stoffeliz","Deposit","Money","Money",0,1000,"2025-09-20T11:35:46.766Z","","high"
"Jizar Stoffeliz","Deposit","Plants","trigo",10,0,"2025-09-20T12:43:32.206Z","","high"
"Santiago Bowdin","Withdrawal","Boxes","caixarustica",150,0,"2025-09-20T13:12:33.298Z","","high"
"Jizar Stoffeliz","Withdrawal","Plants","semente_trigo",200,0,"2025-09-20T15:14:19.503Z","","high"
"Jizar Stoffeliz","Deposit","Boxes","caixadeverduras",168,0,"2025-09-20T15:39:22.769Z","","high"
"Jizar Stoffeliz","Deposit","Boxes","caixaanimal",189,0,"2025-09-20T15:39:25.264Z","","high"
"Lenore Bianchi Bowdin","Deposit","Boxes","caixadeverduras",100,0,"2025-09-20T16:07:30.273Z","","high"
"John Weslley","Withdrawal","Plants","cornseed",200,0,"2025-09-20T16:18:39.250Z","","high"
"John Weslley","Withdrawal","Miscellaneous","common_portion_goat",16,0,"2025-09-20T16:21:12.868Z","","high"
"Jizar Stoffeliz","Deposit","Plants","trigo",500,0,"2025-09-20T16:28:39.583Z","","high"
"Jizar Stoffeliz","Deposit","Plants","trigo",500,0,"2025-09-20T16:30:43.301Z","","high"
"Jizar Stoffeliz","Deposit","Plants","trigo",190,0,"2025-09-20T16:31:53.777Z","","high"
"Jizar Stoffeliz","Deposit","Plants","trigo",40,0,"2025-09-20T17:03:00.624Z","","high"
"Jizar Stoffeliz","Deposit","Plants","semente_trigo",77,0,"2025-09-20T17:03:04.800Z","","high"
"Bartholomeu Dias","Withdrawal","Money","Money",0,750,"2025-09-20T17:10:19.928Z","","high"
"Thony Gustav","Withdrawal","Plants","cornseed",50,0,"2025-09-20T17:11:02.117Z","","high"
"Thony Gustav","Deposit","Plants","cornseed",50,0,"2025-09-20T17:11:11.223Z","","high"
"John Weslley","Withdrawal","Miscellaneous","common_portion_goat",12,0,"2025-09-20T17:13:08.900Z","","high"
"Thony Gustav","Withdrawal","Miscellaneous","frangocaipira",5,0,"2025-09-20T17:22:58.386Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",200,0,"2025-09-20T17:34:55.288Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",50,0,"2025-09-20T17:34:59.486Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T17:35:04.626Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T17:36:43.120Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T17:36:47.553Z","","high"
"Chris Rubble","Withdrawal","Boxes","caixarustica",85,0,"2025-09-20T17:37:43.226Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T17:38:06.240Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T17:38:09.711Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T17:38:12.976Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",100,0,"2025-09-20T17:38:16.700Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T17:38:43.384Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T17:38:47.335Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",200,0,"2025-09-20T17:38:51.734Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",50,0,"2025-09-20T17:38:55.510Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T17:39:20.807Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T17:39:24.191Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",100,0,"2025-09-20T17:39:27.758Z","","high"
"Chris Rubble","Withdrawal","Boxes","caixadeverduras",200,0,"2025-09-20T17:40:03.220Z","","high"
"Chris Rubble","Withdrawal","Boxes","caixadeverduras",50,0,"2025-09-20T17:40:07.387Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:46:50.159Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:46:56.432Z","","high"
"John Weslley","Deposit","Plants","corn",100,0,"2025-09-20T17:47:00.180Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:48:37.826Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:48:41.392Z","","high"
"John Weslley","Deposit","Plants","corn",100,0,"2025-09-20T17:48:45.766Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:50:41.979Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:50:45.414Z","","high"
"John Weslley","Deposit","Plants","corn",100,0,"2025-09-20T17:50:49.138Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:52:37.387Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:52:42.125Z","","high"
"John Weslley","Deposit","Plants","corn",100,0,"2025-09-20T17:52:46.018Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:56:35.101Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:56:38.810Z","","high"
"John Weslley","Deposit","Plants","corn",100,0,"2025-09-20T17:56:42.668Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:58:23.998Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T17:58:29.941Z","","high"
"John Weslley","Deposit","Plants","corn",100,0,"2025-09-20T17:58:33.648Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T18:00:29.849Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T18:00:33.192Z","","high"
"John Weslley","Deposit","Plants","corn",100,0,"2025-09-20T18:00:37.390Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T18:02:38.272Z","","high"
"John Weslley","Deposit","Plants","corn",200,0,"2025-09-20T18:02:42.593Z","","high"
"John Weslley","Deposit","Plants","corn",100,0,"2025-09-20T18:02:47.440Z","","high"
"Chris Rubble","Deposit","Money","Money",0,1000,"2025-09-20T18:13:40.393Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T18:16:44.677Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T18:16:48.096Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T18:28:18.504Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",100,0,"2025-09-20T18:28:22.435Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T18:28:47.376Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T18:28:51.081Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",200,0,"2025-09-20T18:28:55.811Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",50,0,"2025-09-20T18:28:59.704Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",20,0,"2025-09-20T18:33:24.092Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",180,0,"2025-09-20T18:33:27.941Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T18:33:31.254Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",100,0,"2025-09-20T18:33:34.966Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T18:33:58.557Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",200,0,"2025-09-20T18:34:04.960Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",50,0,"2025-09-20T18:34:07.991Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T18:34:13.227Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T18:35:14.001Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",200,0,"2025-09-20T18:35:19.367Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",5,0,"2025-09-20T18:35:22.834Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",45,0,"2025-09-20T18:35:28.159Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T18:35:31.244Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T18:36:08.827Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T18:36:12.289Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",100,0,"2025-09-20T18:36:22.080Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",200,0,"2025-09-20T18:37:20.410Z","","high"
"Chris Rubble","Withdrawal","Plants","trigo",50,0,"2025-09-20T18:37:24.362Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",200,0,"2025-09-20T18:37:29.005Z","","high"
"Chris Rubble","Withdrawal","Plants","Bulrush",50,0,"2025-09-20T18:37:32.309Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T18:37:58.875Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",200,0,"2025-09-20T18:38:02.322Z","","high"
"Chris Rubble","Withdrawal","Plants","corn",100,0,"2025-09-20T18:38:05.869Z","","high"
"Thony Gustav","Deposit","Money","Money",0,500,"2025-09-20T18:51:09.527Z","","high"
"Souzz Ramirez","Withdrawal","Miscellaneous","hoe",1,0,"2025-09-20T19:27:15.857Z","","high"
"Souzz Ramirez","Withdrawal","Plants","semente_trigo",100,0,"2025-09-20T19:27:20.236Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",200,0,"2025-09-20T19:51:03.163Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",200,0,"2025-09-20T19:51:12.446Z","","high"
"Thony Gustav","Withdrawal","Plants","corn",100,0,"2025-09-20T19:51:22.582Z","","high"
"Thony Gustav","Withdrawal","Boxes","caixarustica",100,0,"2025-09-20T19:51:32.804Z","","high"
"Thony Gustav","Withdrawal","Boxes","caixarustica",50,0,"2025-09-20T19:51:39.318Z","","high"
"Souzz Ramirez","Deposit","Plants","semente_trigo",30,0,"2025-09-20T19:56:34.037Z","","high"
"Souzz Ramirez","Deposit","Miscellaneous","hoe",1,0,"2025-09-20T20:01:37.300Z","","high"
"Souzz Ramirez","Withdrawal","Miscellaneous","Cigarett",4,0,"2025-09-20T20:01:42.387Z","","high"
"Souzz Ramirez","Deposit","Plants","trigo",500,0,"2025-09-20T20:12:13.601Z","","high"
"Souzz Ramirez","Withdrawal","Plants","corn",200,0,"2025-09-20T20:13:05.453Z","","high"
"Souzz Ramirez","Withdrawal","Boxes","caixarustica",10,0,"2025-09-20T20:13:09.809Z","","high"
"Souzz Ramirez","Withdrawal","Plants","Bulrush",100,0,"2025-09-20T20:13:12.705Z","","high"
"Souzz Ramirez","Deposit","Boxes","caixadeverduras",50,0,"2025-09-20T20:13:55.609Z","","high"
"Souzz Ramirez","Withdrawal","Boxes","caixarustica",10,0,"2025-09-20T20:14:00.351Z","","high"
"Souzz Ramirez","Withdrawal","Plants","Bulrush",100,0,"2025-09-20T20:14:03.094Z","","high"
"Souzz Ramirez","Withdrawal","Plants","corn",200,0,"2025-09-20T20:14:05.557Z","","high"
"Souzz Ramirez","Deposit","Boxes","caixadeverduras",50,0,"2025-09-20T20:14:49.016Z","","high"
"Souzz Ramirez","Withdrawal","Plants","Bulrush",100,0,"2025-09-20T20:14:51.390Z","","high"
"Souzz Ramirez","Withdrawal","Boxes","caixarustica",10,0,"2025-09-20T20:14:54.262Z","","high"
"Souzz Ramirez","Withdrawal","Plants","corn",200,0,"2025-09-20T20:14:57.185Z","","high"
"Souzz Ramirez","Withdrawal","Plants","trigo",200,0,"2025-09-20T20:15:00.501Z","","high"
"Souzz Ramirez","Deposit","Boxes","caixadeverduras",50,0,"2025-09-20T20:15:40.912Z","","high"
"Souzz Ramirez","Withdrawal","Plants","trigo",100,0,"2025-09-20T20:15:43.223Z","","high"
"Souzz Ramirez","Withdrawal","Boxes","caixarustica",10,0,"2025-09-20T20:15:47.398Z","","high"
"Souzz Ramirez","Withdrawal","Plants","Bulrush",100,0,"2025-09-20T20:15:50.849Z","","high"
"Souzz Ramirez","Withdrawal","Plants","corn",200,0,"2025-09-20T20:15:55.639Z","","high"
"Souzz Ramirez","Deposit","Boxes","caixadeverduras",50,0,"2025-09-20T20:16:36.016Z","","high"
"Souzz Ramirez","Withdrawal","Plants","corn",200,0,"2025-09-20T20:16:38.425Z","","high"
"Souzz Ramirez","Withdrawal","Plants","Bulrush",10,0,"2025-09-20T20:16:40.934Z","","high"
"Souzz Ramirez","Withdrawal","Plants","Bulrush",90,0,"2025-09-20T20:16:44.252Z","","high"
"Souzz Ramirez","Withdrawal","Boxes","caixarustica",10,0,"2025-09-20T20:16:46.864Z","","high"
"Souzz Ramirez","Deposit","Boxes","caixadeverduras",50,0,"2025-09-20T20:17:25.888Z","","high"
"Souzz Ramirez","Withdrawal","Boxes","caixarustica",10,0,"2025-09-20T20:17:28.974Z","","high"
"Souzz Ramirez","Withdrawal","Plants","Bulrush",100,0,"2025-09-20T20:17:31.742Z","","high"
"Souzz Ramirez","Withdrawal","Plants","corn",200,0,"2025-09-20T20:17:35.660Z","","high"
"Souzz Ramirez","Withdrawal","Plants","trigo",200,0,"2025-09-20T20:17:38.688Z","","high"
"Souzz Ramirez","Deposit","Boxes","caixadeverduras",50,0,"2025-09-20T20:18:23.616Z","","high"
"Souzz Ramirez","Withdrawal","Plants","trigo",100,0,"2025-09-20T20:18:26.077Z","","high"
"Souzz Ramirez","Withdrawal","Plants","corn",200,0,"2025-09-20T20:18:30.033Z","","high"
"Souzz Ramirez","Withdrawal","Plants","Bulrush",100,0,"2025-09-20T20:18:32.964Z","","high"
"Souzz Ramirez","Withdrawal","Boxes","caixarustica",10,0,"2025-09-20T20:18:35.458Z","","high"
"Souzz Ramirez","Deposit","Boxes","caixadeverduras",50,0,"2025-09-20T20:19:14.660Z","","high"
"Souzz Ramirez","Withdrawal","Plants","Bulrush",100,0,"2025-09-20T20:19:18.314Z","","high"
"Souzz Ramirez","Withdrawal","Plants","corn",200,0,"2025-09-20T20:19:21.746Z","","high"
