Worker Name,Activity Type,Item Name,Total Quantity,Total Amount
"Guilherme Senna","Misc Items Taken Out","sucodelemon",12,0
"Habbi Wills","Plants Deposited","semente_trigo",700,0
"Habbi Wills","Plants Deposited","cornseed",700,0
"Habbi Wills","Plants Deposited","Bulrush",2110,0
"Habbi Wills","Plants Deposited","corn",2000,0
"Habbi Wills","Plants Deposited","trigo",50,0
"Habbi Wills","Plants Taken Out","corn",5500,0
"Habbi Wills","Plants Taken Out","semente_trigo",800,0
"Habbi Wills","Plants Taken Out","trigo",3650,0
"Habbi Wills","Plants Taken Out","Bulrush",4350,0
"Habbi Wills","Plants Taken Out","Bulrush_Seed",400,0
"Habbi Wills","Plants Taken Out","cornseed",400,0
"Habbi Wills","Boxes Deposited","caixadeverduras",1350,0
"Habbi Wills","Boxes Taken Out","caixarustica",275,0
"Habbi Wills","Money Taken Out","Money",1,500
"Habbi Wills","Money Taken Out","Money",1,622
"Habbi Wills","Money Taken Out","Money",1,402
"Habbi Wills","Money Taken Out","Money",1,160
"Habbi Wills","Misc Items Taken Out","frangocaipira",10,0
"Habbi Wills","Misc Items Taken Out","batatarecheada",3,0
"Habbi Wills","Misc Items Taken Out","hoe",1,0
"Habbi Wills","Misc Items Taken Out","common_portion_chicken",14,0
"Habbi Wills","Misc Items Taken Out","common_portion_goat",22,0
"Habbi Wills","Misc Items Taken Out","wateringcan",40,0
"Habbi Wills","Misc Items Taken Out","common_portion_sheep",10,0
"Habbi Wills","Misc Items Taken Out","sucodelemon",10,0
"Habbi Wills","Misc Items Taken Out","saladadefruta",8,0
"Habbi Wills","Misc Items Taken Out","common_portion",10,0
"Habbi Wills","Misc Items Taken Out","satchel",6,0
"Izzynha Evans","Plants Deposited","cornseed",200,0
"Izzynha Evans","Plants Deposited","corn",500,0
"Izzynha Evans","Plants Taken Out","cornseed",200,0
"Izzynha Evans","Plants Taken Out","corn",2000,0
"Izzynha Evans","Plants Taken Out","Bulrush",1988,0
"Izzynha Evans","Plants Taken Out","trigo",1000,0
"Izzynha Evans","Boxes Deposited","caixaanimal",89,0
"Izzynha Evans","Boxes Deposited","caixadeverduras",44,0
"Izzynha Evans","Boxes Taken Out","caixadeverduras",544,0
"Izzynha Evans","Boxes Taken Out","caixaanimal",189,0
"Izzynha Evans","Boxes Taken Out","caixarustica",100,0
"Izzynha Evans","Money Deposited","Money",1,500
"Izzynha Evans","Money Taken Out","Money",1,328
"Izzynha Evans","Money Taken Out","Money",1,782
"Izzynha Evans","Money Taken Out","Money",1,395
"Izzynha Evans","Money Taken Out","Money",1,672
"Izzynha Evans","Misc Items Taken Out","Cigarett",9,0
"Izzynha Evans","Misc Items Taken Out","sucodepeach",10,0
"Jacob Duncan","Plants Deposited","corn",260,0
"Jacob Duncan","Plants Deposited","Bulrush",100,0
"Jacob Duncan","Plants Deposited","trigo",30,0
"Jacob Duncan","Plants Deposited","cornseed",1000,0
"Jacob Duncan","Plants Deposited","Bulrush_Seed",1000,0
"Jacob Duncan","Plants Deposited","semente_trigo",500,0
"Jacob Duncan","Plants Taken Out","corn",200,0
"Jacob Duncan","Plants Taken Out","cornseed",200,0
"Jacob Duncan","Plants Taken Out","semente_trigo",100,0
"Jacob Duncan","Plants Taken Out","Bulrush_Seed",50,0
"Jacob Duncan","Plants Taken Out","trigo",50,0
"Jacob Duncan","Plants Taken Out","Bulrush",500,0
"Jacob Duncan","Boxes Deposited","caixarustica",10,0
"Jacob Duncan","Boxes Taken Out","caixadeverduras",500,0
"Jacob Duncan","Money Taken Out","Money",1,160
"Jacob Duncan","Money Taken Out","Money",1,500
"Jacob Duncan","Money Taken Out","Money",1,140
"Jacob Duncan","Money Taken Out","Money",1,10
"Jacob Duncan","Misc Items Taken Out","sucodelemon",20,0
"James Whitford","Plants Taken Out","Bulrush",250,0
"James Whitford","Plants Taken Out","trigo",250,0
"James Whitford","Boxes Deposited","caixadeverduras",200,0
"James Whitford","Boxes Deposited","caixadelegumes",125,0
"James Whitford","Boxes Taken Out","caixadeverduras",650,0
"James Whitford","Boxes Taken Out","caixadelegumes",125,0
"James Whitford","Boxes Taken Out","caixarustica",100,0
"James Whitford","Misc Items Taken Out","frangocaipira",5,0
"James Whitford","Misc Items Taken Out","SucodeMorango",5,0
"Jesuino Correa","Plants Deposited","corn",13300,0
"Jesuino Correa","Plants Deposited","Bulrush",100,0
"Jesuino Correa","Plants Deposited","trigo",300,0
"Jesuino Correa","Plants Deposited","cornseed",100,0
"Jesuino Correa","Plants Taken Out","Bulrush_Seed",10,0
"Jesuino Correa","Plants Taken Out","semente_trigo",20,0
"Jesuino Correa","Plants Taken Out","cornseed",1030,0
"Jesuino Correa","Plants Taken Out","trigo",100,0
"Jesuino Correa","Boxes Taken Out","caixadeverduras",250,0
"Jesuino Correa","Misc Items Taken Out","churrossinaloa",2,0
"Jesuino Correa","Misc Items Taken Out","common_portion",16,0
"Jesuino Correa","Misc Items Taken Out","common_portion_pig",16,0
"Jesuino Correa","Misc Items Taken Out","racaoequina",1,0
"Jesuino Correa","Misc Items Taken Out","common_portion_donkey",8,0
"Jesuino Correa","Misc Items Taken Out","wateringcan",1,0
"Jesuino Correa","Misc Items Taken Out","batatarecheada",5,0
"Jesuino Correa","Misc Items Taken Out","sucodelemon",10,0
"Jesuino Correa","Misc Items Taken Out","hoe",1,0
"Jesuino Correa","Misc Items Taken Out","satchel",8,0
"Jesuino Correa","Misc Items Taken Out","goat_male",4,0
"Jizar Stoffeliz","Plants Deposited","trigo",11318,0
"Jizar Stoffeliz","Plants Deposited","corn",6437,0
"Jizar Stoffeliz","Plants Deposited","Bulrush",13945,0
"Jizar Stoffeliz","Plants Deposited","Bulrush_Seed",1927,0
"Jizar Stoffeliz","Plants Deposited","semente_trigo",779,0
"Jizar Stoffeliz","Plants Deposited","cornseed",2277,0
"Jizar Stoffeliz","Plants Deposited","Black_Berry_Seed",1000,0
"Jizar Stoffeliz","Plants Deposited","Crows_Garlic_Seed",1000,0
"Jizar Stoffeliz","Plants Deposited","Parasol_Mushroom_Seed",400,0
"Jizar Stoffeliz","Plants Deposited","Black_Currant_Seed",1000,0
"Jizar Stoffeliz","Plants Deposited","Oleander_Sage_Seed",400,0
"Jizar Stoffeliz","Plants Deposited","coffeeseeds",424,0
"Jizar Stoffeliz","Plants Deposited","Oregano_Seed",400,0
"Jizar Stoffeliz","Plants Deposited","Red_Raspberry_Seed",1000,0
"Jizar Stoffeliz","Plants Deposited","Prairie_Poppy_Seed",1000,0
"Jizar Stoffeliz","Plants Taken Out","Bulrush",9225,0
"Jizar Stoffeliz","Plants Taken Out","semente_trigo",1302,0
"Jizar Stoffeliz","Plants Taken Out","Bulrush_Seed",1929,0
"Jizar Stoffeliz","Plants Taken Out","cornseed",1694,0
"Jizar Stoffeliz","Plants Taken Out","corn",16213,0
"Jizar Stoffeliz","Plants Taken Out","trigo",8718,0
"Jizar Stoffeliz","Plants Taken Out","Prairie_Poppy_Seed",600,0
"Jizar Stoffeliz","Plants Taken Out","Black_Berry_Seed",550,0
"Jizar Stoffeliz","Plants Taken Out","coffeeseeds",300,0
"Jizar Stoffeliz","Plants Taken Out","Crows_Garlic_Seed",500,0
"Jizar Stoffeliz","Plants Taken Out","Parasol_Mushroom_Seed",300,0
"Jizar Stoffeliz","Plants Taken Out","Red_Raspberry_Seed",1000,0
"Jizar Stoffeliz","Plants Taken Out","Black_Currant_Seed",1000,0
"Jizar Stoffeliz","Plants Taken Out","Oregano_Seed",250,0
"Jizar Stoffeliz","Plants Taken Out","Oleander_Sage_Seed",450,0
"Jizar Stoffeliz","Boxes Deposited","caixadelegumes",3,0
"Jizar Stoffeliz","Boxes Deposited","caixadeverduras",8243,0
"Jizar Stoffeliz","Boxes Deposited","caixadefrutas",75,0
"Jizar Stoffeliz","Boxes Deposited","caixaanimal",189,0
"Jizar Stoffeliz","Boxes Taken Out","caixadelegumes",3,0
"Jizar Stoffeliz","Boxes Taken Out","caixadeverduras",7395,0
"Jizar Stoffeliz","Boxes Taken Out","caixarustica",1100,0
"Jizar Stoffeliz","Boxes Taken Out","caixadefrutas",75,0
"Jizar Stoffeliz","Money Deposited","Money",1,1
"Jizar Stoffeliz","Money Deposited","Money",1,1
"Jizar Stoffeliz","Money Deposited","Money",1,1
"Jizar Stoffeliz","Money Deposited","Money",1,1
"Jizar Stoffeliz","Money Deposited","Money",1,1000
"Jizar Stoffeliz","Money Deposited","Money",1,1000
"Jizar Stoffeliz","Money Deposited","Money",1,1000
"Jizar Stoffeliz","Money Deposited","Money",1,1000
"Jizar Stoffeliz","Money Deposited","Money",1,1000
"Jizar Stoffeliz","Money Taken Out","Money",1,1
"Jizar Stoffeliz","Money Taken Out","Money",1,1
"Jizar Stoffeliz","Money Taken Out","Money",1,1
"Jizar Stoffeliz","Money Taken Out","Money",1,1
"Jizar Stoffeliz","Money Taken Out","Money",1,500
"Jizar Stoffeliz","Money Taken Out","Money",1,2000
"Jizar Stoffeliz","Money Taken Out","Money",1,2750
"Jizar Stoffeliz","Money Taken Out","Money",1,500
"Jizar Stoffeliz","Money Taken Out","Money",1,500
"Jizar Stoffeliz","Money Taken Out","Money",1,112.5
"Jizar Stoffeliz","Misc Items Taken Out","Milk_Weed",612,0
"Jizar Stoffeliz","Misc Items Taken Out","common_portion_chicken",48,0
"Jizar Stoffeliz","Misc Items Taken Out","goat_male",4,0
"Jizar Stoffeliz","Misc Items Taken Out","sheep_male",1,0
"Jizar Stoffeliz","Misc Items Taken Out","sheep_female",1,0
"Jizar Stoffeliz","Misc Items Taken Out","Prairie_Poppy",377,0
"Jizar Stoffeliz","Misc Items Taken Out","sucodelemon",17,0
"Jizar Stoffeliz","Misc Items Taken Out","hatchet",1,0
"Jizar Stoffeliz","Misc Items Taken Out","saladadefruta",5,0
"Jizar Stoffeliz","Misc Items Taken Out","adubo3",250,0
"Jizar Stoffeliz","Misc Items Taken Out","common_portion_goat",16,0
"Jizar Stoffeliz","Misc Items Taken Out","common_portion",16,0
"Jizar Stoffeliz","Misc Items Taken Out","common_portion_donkey",16,0
"Jizar Stoffeliz","Misc Items Taken Out","common_portion_sheep",16,0
"Jizar Stoffeliz","Misc Items Taken Out","common_portion_pig",16,0
"Jizar Stoffeliz","Misc Items Taken Out","Red_Raspberry",2000,0
"Jizar Stoffeliz","Misc Items Taken Out","Black_Currant",540,0
"Jizar Stoffeliz","Misc Items Taken Out","coffeebeans",2000,0
"Jizar Stoffeliz","Misc Items Taken Out","Crows_Garlic",1000,0
"Jizar Stoffeliz","Misc Items Taken Out","Bay_Bolete",150,0
"Jizar Stoffeliz","Misc Items Taken Out","sucodepeach",5,0
"Joao Malvoro","Plants Deposited","Bulrush",810,0
"Joao Malvoro","Plants Deposited","cornseed",20,0
"Joao Malvoro","Plants Deposited","corn",2100,0
"Joao Malvoro","Plants Taken Out","Bulrush_Seed",50,0
"Joao Malvoro","Plants Taken Out","cornseed",20,0
"Joao Malvoro","Misc Items Taken Out","arado",1,0
"Joao Malvoro","Misc Items Taken Out","wateringcan",50,0
"Joao Malvoro","Misc Items Taken Out","adubo3",150,0
"Joao Malvoro","Misc Items Taken Out","batatarecheada",10,0
"Joao Malvoro","Misc Items Taken Out","sucodelemon",10,0
"Joao Malvoro","Misc Items Taken Out","common_portion_sheep",6,0
"Joao Malvoro","Misc Items Taken Out","common_portion_chicken",8,0
"John Weslley","Plants Deposited","corn",23110,0
"John Weslley","Plants Deposited","Bulrush",4050,0
"John Weslley","Plants Deposited","sacodemilho22",50,0
"John Weslley","Plants Deposited","trigo",8050,0
"John Weslley","Plants Taken Out","cornseed",1765,0
"John Weslley","Plants Taken Out","corn",1400,0
"John Weslley","Plants Taken Out","Bulrush_Seed",400,0
"John Weslley","Plants Taken Out","Bulrush",650,0
"John Weslley","Plants Taken Out","trigo",500,0
"John Weslley","Plants Taken Out","semente_trigo",613,0
"John Weslley","Boxes Deposited","caixadeverduras",225,0
"John Weslley","Boxes Deposited","caixarustica",10,0
"John Weslley","Boxes Taken Out","caixarustica",165,0
"John Weslley","Boxes Taken Out","caixadeverduras",250,0
"John Weslley","Boxes Taken Out","caixaanimal",250,0
"John Weslley","Misc Items Taken Out","common_portion_goat",48,0
"John Weslley","Misc Items Taken Out","common_portion_pig",10,0
"John Weslley","Misc Items Taken Out","common_portion_chicken",14,0
"John Weslley","Misc Items Taken Out","sucodelemon",8,0
"Johnny Rocks","Plants Deposited","corn",12620,0
"Johnny Rocks","Plants Deposited","trigo",5900,0
"Johnny Rocks","Plants Deposited","Bulrush_Seed",2500,0
"Johnny Rocks","Plants Deposited","semente_trigo",1880,0
"Johnny Rocks","Plants Deposited","Bulrush",1000,0
"Johnny Rocks","Plants Deposited","cornseed",2587,0
"Johnny Rocks","Plants Taken Out","cornseed",1277,0
"Johnny Rocks","Plants Taken Out","trigo",14600,0
"Johnny Rocks","Plants Taken Out","corn",20700,0
"Johnny Rocks","Plants Taken Out","Bulrush",35022,0
"Johnny Rocks","Plants Taken Out","Bulrush_Seed",100,0
"Johnny Rocks","Plants Taken Out","semente_trigo",663,0
"Johnny Rocks","Boxes Deposited","caixadeverduras",5850,0
"Johnny Rocks","Boxes Deposited","caixarustica",2358,0
"Johnny Rocks","Boxes Taken Out","caixadeverduras",4400,0
"Johnny Rocks","Boxes Taken Out","caixarustica",841,0
"Johnny Rocks","Money Deposited","Money",1,1000
"Johnny Rocks","Money Deposited","Money",1,1000
"Johnny Rocks","Money Taken Out","Money",1,250
"Johnny Rocks","Money Taken Out","Money",1,160
"Johnny Rocks","Misc Items Taken Out","common_portion_sheep",16,0
"Johnny Rocks","Misc Items Taken Out","sucodelemon",62,0
"Johnny Rocks","Misc Items Taken Out","frangocaipira",9,0
"Johnny Rocks","Misc Items Taken Out","batatarecheada",20,0
"Johnny Rocks","Misc Items Taken Out","satchel",5,0
"Johnny Rocks","Misc Items Taken Out","hoe",1,0
"Johnny Rocks","Misc Items Taken Out","common_portion_pig",8,0
"Johnny Rocks","Misc Items Taken Out","common_portion_donkey",8,0
"Jorge Geremy","Plants Deposited","trigo",6770,0
"Jorge Geremy","Plants Deposited","Bulrush",3930,0
"Jorge Geremy","Plants Deposited","Bulrush_Seed",500,0
"Jorge Geremy","Plants Deposited","corn",8000,0
"Jorge Geremy","Plants Deposited","cornseed",199,0
"Jorge Geremy","Plants Deposited","semente_trigo",123,0
"Jorge Geremy","Plants Taken Out","semente_trigo",600,0
"Jorge Geremy","Plants Taken Out","Bulrush_Seed",800,0
"Jorge Geremy","Plants Taken Out","cornseed",1200,0
"Jorge Geremy","Misc Items Taken Out","Pickaxe",2,0
"Jorge Geremy","Misc Items Taken Out","sucodelemon",5,0
"Jorge Geremy","Misc Items Taken Out","satchel",10,0
"Jubiscleia Gilbert","Plants Deposited","trigo",490,0
"Jubiscleia Gilbert","Plants Deposited","Bulrush",500,0
"Jubiscleia Gilbert","Plants Deposited","corn",2370,0
"Jubiscleia Gilbert","Plants Taken Out","Bulrush_Seed",30,0
"Jubiscleia Gilbert","Plants Taken Out","cornseed",155,0
"Jubiscleia Gilbert","Plants Taken Out","semente_trigo",30,0
"Jubiscleia Gilbert","Boxes Taken Out","caixaanimal",500,0
"Jubiscleia Gilbert","Misc Items Taken Out","arado",1,0
"Jubiscleia Gilbert","Misc Items Taken Out","common_portion_sheep",20,0
"Jubiscleia Gilbert","Misc Items Taken Out","common_portion_chicken",12,0
"Jubiscleia Gilbert","Misc Items Taken Out","frangocaipira",3,0
"Jubiscleia Gilbert","Misc Items Taken Out","sucodelemon",3,0
"Jubiscleia Gilbert","Misc Items Taken Out","common_portion_donkey",16,0
"Jubiscleia Gilbert","Misc Items Taken Out","batatarecheada",5,0
"Jubiscleia Gilbert","Misc Items Taken Out","Cigarett",4,0
"Jubiscleia Gilbert","Misc Items Taken Out","hoe",2,0
"Juca Rabicho","Plants Deposited","trigo",2150,0
"Juca Rabicho","Plants Deposited","Bulrush",200,0
"Juca Rabicho","Plants Deposited","corn",100,0
"Juca Rabicho","Plants Deposited","Bulrush_Seed",19,0
"Juca Rabicho","Plants Taken Out","corn",100,0
"Juca Rabicho","Plants Taken Out","Bulrush",200,0
"Juca Rabicho","Plants Taken Out","trigo",150,0
"Juca Rabicho","Boxes Deposited","caixarustica",198,0
"Juca Rabicho","Boxes Taken Out","caixarustica",198,0
"Juca Rabicho","Misc Items Taken Out","common_portion_goat",8,0
"Juca Rabicho","Misc Items Taken Out","sucodelemon",15,0
"Juca Rabicho","Misc Items Taken Out","saladadefruta",2,0
"Juca Rabicho","Misc Items Taken Out","sucodeamora",3,0
"Juca Rabicho","Misc Items Taken Out","frangocaipira",2,0
"Juca Rabicho","Misc Items Taken Out","wateringcan",30,0
"Juca Rabicho","Misc Items Taken Out","satchel",4,0
"Kenai Comanches","Plants Taken Out","cornseed",100,0
"Kenai Comanches","Misc Items Taken Out","hoe",1,0
"Koda Smith","Plants Deposited","Bulrush",30120,0
"Koda Smith","Plants Deposited","trigo",22867,0
"Koda Smith","Plants Deposited","corn",38620,0
"Koda Smith","Plants Deposited","cornseed",1305,0
"Koda Smith","Plants Deposited","semente_trigo",500,0
"Koda Smith","Plants Deposited","Bulrush_Seed",430,0
"Koda Smith","Plants Deposited","Black_Berry_Seed",4,0
"Koda Smith","Plants Taken Out","Bulrush_Seed",3065,0
"Koda Smith","Plants Taken Out","semente_trigo",2627,0
"Koda Smith","Plants Taken Out","cornseed",3660,0
"Koda Smith","Plants Taken Out","trigo",3003,0
"Koda Smith","Plants Taken Out","corn",9854,0
"Koda Smith","Plants Taken Out","Bulrush",2700,0
"Koda Smith","Boxes Deposited","caixadeverduras",226,0
"Koda Smith","Boxes Taken Out","caixadeverduras",4276,0
"Koda Smith","Boxes Taken Out","caixarustica",200,0
"Koda Smith","Misc Items Taken Out","common_portion",16,0
"Koda Smith","Misc Items Taken Out","sucodelemon",14,0
"Koda Smith","Misc Items Taken Out","common_portion_sheep",16,0
"Koda Smith","Misc Items Taken Out","common_portion_goat",138,0
"Koda Smith","Misc Items Taken Out","common_portion_donkey",36,0
"Koda Smith","Misc Items Taken Out","common_portion_chicken",40,0
"Koda Smith","Misc Items Taken Out","petrevive",1,0
"Koda Smith","Misc Items Taken Out","common_portion_pig",50,0
"Koda Smith","Misc Items Taken Out","saladadefruta",9,0
"Koda Smith","Misc Items Taken Out","SucodeMorango",8,0
"Koda Smith","Misc Items Taken Out","wateringcan",3,0
"Koda Smith","Misc Items Taken Out","adubo3",1369,0
"Lenore Bianchi Bowdin","Boxes Deposited","caixadeverduras",100,0
"Lenore Bowdin","Plants Deposited","peachseeds",20,0
"Lenore Bowdin","Plants Deposited","cornseed",1700,0
"Lenore Bowdin","Plants Deposited","Bulrush_Seed",1700,0
"Lenore Bowdin","Plants Deposited","semente_trigo",1700,0
"Lenore Bowdin","Plants Deposited","Bulrush",650,0
"Lenore Bowdin","Plants Deposited","corn",100,0
"Lenore Bowdin","Plants Deposited","trigo",250,0
"Lenore Bowdin","Plants Taken Out","peachseeds",20,0
"Lenore Bowdin","Plants Taken Out","corn",16850,0
"Lenore Bowdin","Plants Taken Out","trigo",8950,0
"Lenore Bowdin","Plants Taken Out","Bulrush",9350,0
"Lenore Bowdin","Boxes Deposited","caixadeverduras",7300,0
"Lenore Bowdin","Boxes Deposited","caixarustica",1973,0
"Lenore Bowdin","Boxes Deposited","caixaanimal",1800,0
"Lenore Bowdin","Boxes Taken Out","caixadefrutas",750,0
"Lenore Bowdin","Boxes Taken Out","caixadeverduras",7700,0
"Lenore Bowdin","Boxes Taken Out","caixarustica",1030,0
"Lenore Bowdin","Boxes Taken Out","caixaanimal",2375,0
"Lenore Bowdin","Money Deposited","Money",1,160
"Lenore Bowdin","Money Deposited","Money",1,800
"Lenore Bowdin","Money Deposited","Money",1,2000
"Lenore Bowdin","Money Deposited","Money",1,2000
"Lenore Bowdin","Money Deposited","Money",1,500
"Lenore Bowdin","Money Deposited","Money",1,3000
"Lenore Bowdin","Money Deposited","Money",1,2000
"Lenore Bowdin","Money Deposited","Money",1,500
"Lenore Bowdin","Money Deposited","Money",1,90
"Lenore Bowdin","Money Deposited","Money",1,3000
"Lenore Bowdin","Money Deposited","Money",1,500
"Lenore Bowdin","Money Deposited","Money",1,1500
"Lenore Bowdin","Money Taken Out","Money",1,320
"Lenore Bowdin","Money Taken Out","Money",1,800
"Lenore Bowdin","Money Taken Out","Money",1,1070
"Lenore Bowdin","Money Taken Out","Money",1,1750
"Lenore Bowdin","Money Taken Out","Money",1,1070
"Lenore Bowdin","Money Taken Out","Money",1,500
"Lenore Bowdin","Money Taken Out","Money",1,475
"Lenore Bowdin","Money Taken Out","Money",1,1725
"Lenore Bowdin","Money Taken Out","Money",1,125
"Lenore Bowdin","Money Taken Out","Money",1,100
"Lenore Bowdin","Money Taken Out","Money",1,500
"Lenore Bowdin","Misc Items Taken Out","arado",3,0
"Lenore Bowdin","Misc Items Taken Out","sucodelemon",82,0
"Lenore Bowdin","Misc Items Taken Out","saladadefruta",45,0
"Lenore Bowdin","Misc Items Taken Out","churrossinaloa",4,0
"Lenore Bowdin","Misc Items Taken Out","satchel",8,0
"Leonor Salazar","Plants Deposited","trigo",30,0
"Leonor Salazar","Plants Deposited","Bulrush",1330,0
"Levy Kodak","Plants Deposited","corn",5909,0
"Levy Kodak","Plants Taken Out","cornseed",200,0
"Levy Kodak","Plants Taken Out","sacodemilho22",125,0
"Levy Kodak","Misc Items Taken Out","common_portion",8,0
"Levy Kodak","Misc Items Taken Out","chocolate",5,0
"Levy Kodak","Misc Items Taken Out","sucodelemon",5,0
"Levy Kodak","Misc Items Taken Out","saladadefruta",5,0
"Levy Kodak","Misc Items Taken Out","wateringcan",1,0
"Lincon Stefanelli","Plants Deposited","trigo",1100,0
"Lincon Stefanelli","Plants Deposited","corn",2000,0
"Lincon Stefanelli","Plants Deposited","semente_trigo",30,0
"Lincon Stefanelli","Plants Taken Out","trigo",100,0
"Lincon Stefanelli","Plants Taken Out","semente_trigo",200,0
"Lincon Stefanelli","Plants Taken Out","cornseed",100,0
"Lincon Stefanelli","Misc Items Taken Out","hoe",2,0
"Lincon Stefanelli","Misc Items Taken Out","racaoequina",16,0
"Lincon Stefanelli","Misc Items Taken Out","common_portion_pig",8,0
"Lincon Stefanelli","Misc Items Taken Out","common_portion",8,0
"Lincon Stefanelli","Misc Items Taken Out","common_portion_donkey",10,0
"Lincon Stefanelli","Misc Items Taken Out","wateringcan",3,0
"Lincon Stefanelli","Misc Items Taken Out","sucodelemon",10,0
"Lincon Stefanelli","Misc Items Taken Out","frangocaipira",5,0
"Lyan Sales","Plants Deposited","cornseed",295,0
"Lyan Sales","Plants Deposited","corn",6480,0
"Lyan Sales","Plants Deposited","semente_trigo",88,0
"Lyan Sales","Plants Deposited","trigo",120,0
"Lyan Sales","Plants Taken Out","cornseed",3234,0
"Lyan Sales","Plants Taken Out","semente_trigo",100,0
"Lyan Sales","Plants Taken Out","corn",10,0
"Lyan Sales","Misc Items Taken Out","hoe",1,0
"Lyan Sales","Misc Items Taken Out","common_portion_sheep",8,0
"Lyan Sales","Misc Items Taken Out","common_portion_donkey",12,0
"Maite Mitchel","Plants Deposited","corn",700,0
"Maite Mitchel","Plants Deposited","Bulrush",30,0
"Maite Mitchel","Plants Deposited","trigo",790,0
"Maite Mitchel","Plants Taken Out","cornseed",185,0
"Maite Mitchel","Plants Taken Out","semente_trigo",50,0
"Maite Mitchel","Plants Taken Out","Bulrush",30,0
"Maite Mitchel","Misc Items Taken Out","hoe",1,0
"Maite Mitchel","Misc Items Taken Out","planttrimmer",1,0
"Maite Mitchel","Misc Items Taken Out","wateringcan",5,0
"Maite Mitchel","Misc Items Taken Out","ammoarrownormal",10,0
"Maite Mitchel","Misc Items Taken Out","common_portion",8,0
"Marcos Gallagher","Plants Deposited","corn",1600,0
"Marcos Gallagher","Plants Taken Out","corn",100,0
"Marcos Gallagher","Plants Taken Out","cornseed",150,0
"Marcos Gallagher","Misc Items Taken Out","common_portion_donkey",40,0
"Marcos Gallagher","Misc Items Taken Out","common_portion_sheep",8,0
"Marcos Gallagher","Misc Items Taken Out","common_portion_pig",8,0
"Miguilio Souzerios","Misc Items Taken Out","common_portion_chicken",10,0
"Miguilio Souzerios","Misc Items Taken Out","satchel",1,0
"Miguilio Souzerios","Misc Items Taken Out","sucodelemon",6,0
"Miguilio Souzerios","Misc Items Taken Out","batatarecheada",6,0
"Miguilio Souzerios","Misc Items Taken Out","common_portion_pig",10,0
"Mixel Laffon","Plants Deposited","trigo",1310,0
"Mixel Laffon","Plants Deposited","corn",1000,0
"Mixel Laffon","Plants Deposited","Bulrush",1000,0
"Mixel Laffon","Plants Taken Out","semente_trigo",100,0
"Mixel Laffon","Plants Taken Out","trigo",600,0
"Mixel Laffon","Plants Taken Out","cornseed",100,0
"Mixel Laffon","Plants Taken Out","Bulrush_Seed",100,0
"Mixel Laffon","Plants Taken Out","Crows_Garlic_Seed",100,0
"Mixel Laffon","Misc Items Taken Out","hoe",1,0
"Mixel Laffon","Misc Items Taken Out","Cigarett",5,0
"Mixel Laffon","Misc Items Taken Out","common_portion_chicken",8,0
"Mixel Laffon","Misc Items Taken Out","chicken_male",4,0
"Mixel Laffon","Misc Items Taken Out","common_portion_pig",24,0
"Mixel Laffon","Misc Items Taken Out","common_portion",29,0
"Nathy Miller","Plants Deposited","cornseed",129,0
"Nathy Miller","Plants Deposited","corn",8060,0
"Nathy Miller","Plants Deposited","Bulrush",4011,0
"Nathy Miller","Plants Deposited","Bulrush_Seed",64,0
"Nathy Miller","Plants Deposited","semente_trigo",244,0
"Nathy Miller","Plants Deposited","trigo",7620,0
"Nathy Miller","Plants Taken Out","cornseed",530,0
"Nathy Miller","Plants Taken Out","Bulrush",601,0
"Nathy Miller","Plants Taken Out","Bulrush_Seed",190,0
"Nathy Miller","Plants Taken Out","semente_trigo",810,0
"Nathy Miller","Plants Taken Out","trigo",500,0
"Nathy Miller","Misc Items Taken Out","arado",4,0
"Nathy Miller","Misc Items Taken Out","common_portion_donkey",27,0
"Nathy Miller","Misc Items Taken Out","common_portion_goat",11,0
"Nathy Miller","Misc Items Taken Out","sucodeamora",11,0
"Nathy Miller","Misc Items Taken Out","frangocaipira",3,0
"Nathy Miller","Misc Items Taken Out","common_portion_chicken",28,0
"Nathy Miller","Misc Items Taken Out","adubo3",154,0
"Nathy Miller","Misc Items Taken Out","common_portion",12,0
"Nathy Miller","Misc Items Taken Out","saladadefruta",2,0
"Nathy Miller","Misc Items Taken Out","sucodelemon",5,0
"Nathy Miller","Misc Items Taken Out","hoe",1,0
"Nathy Miller","Misc Items Taken Out","common_portion_sheep",16,0
"Nathy Miller","Misc Items Taken Out","common_portion_pig",12,0
"Nathy Miller","Misc Items Taken Out","batatarecheada",1,0
"Nathy Miller","Misc Items Taken Out","Carvao",10,0
"Nelio Tavares","Plants Deposited","Bulrush",4000,0
"Nelio Tavares","Plants Deposited","corn",5053,0
"Nelio Tavares","Plants Taken Out","Bulrush_Seed",400,0
"Nelio Tavares","Plants Taken Out","cornseed",500,0
"Nelio Tavares","Misc Items Taken Out","satchel",8,0
"Nelio Tavares","Misc Items Taken Out","saladadefruta",8,0
"Nelio Tavares","Misc Items Taken Out","Cigarett",2,0
"Nelio Tavares","Misc Items Taken Out","garrafaplasticavazia",2,0
"Nina Vatore","Plants Deposited","trigo",1550,0
"Nina Vatore","Plants Deposited","corn",1610,0
"Nina Vatore","Plants Taken Out","cornseed",200,0
"Nina Vatore","Plants Taken Out","corn",100,0
"Nina Vatore","Misc Items Taken Out","satchel",3,0
"Nina Vatore","Misc Items Taken Out","common_portion_donkey",10,0
"Nina Vatore","Misc Items Taken Out","common_portion_sheep",10,0
